--- input01.txt ---
TriangularPyramid = 748.245948869755
Trapeze = 34.0
TriangularPrism = 0.0
TriangularPyramid = 487.86097746523365
Circle = 907.9202768874502
RectangularParallelepiped = 1760.0
Parallelogram = 0.0
TriangularPrism = 0.0
Triangle = 190.09060339743257
Rectangle = 14.0
RectangularParallelepiped = 10626.0
Ball = 38792.38608652676
QuadrangularPyramid = 40.0
Trapeze = 37.5
Circle = 3.141592653589793
QuadrangularPyramid = 1841.6666666666665
TriangularPyramid = 56.580326380583315
TriangularPyramid = 83.42711389790091
TriangularPyramid = 20.784609690826525
Ball = 38792.38608652676
Ball = 523.5987755982989
QuadrangularPyramid = 966.0
TriangularPrism = 0.0
Ball = 3053.6280592892786
RectangularParallelepiped = 1980.0
Parallelogram = 256.0
Circle = 0.0
Triangle = 0
Circle = 530.929158456675
TriangularPyramid = 908.1719734352812
Trapeze = 195.0
RectangularParallelepiped = 2600.0
Cone = 1541.4747953613917
Circle = 153.93804002589985
RectangularParallelepiped = 570.0
Triangle = 0
Circle = 78.53981633974483
TriangularPyramid = 52.10586179436372
Trapeze = 80.0
Triangle = 0
Parallelogram = 138.0
Circle = 153.93804002589985
Trapeze = 256.5
Parallelogram = 9.0
Circle = 1520.53084433746
Cone = 4070.456881501175
Triangle = 0
TriangularPyramid = 2.309401076758503
TriangularPyramid = 1676.625181726673
RectangularParallelepiped = 2940.0
TriangularPyramid = 314.3672215737512
Triangle = 0
Cone = 7201.577559579002
TriangularPrism = 0.0
Triangle = 63.599823112961566
Triangle = 0
RectangularParallelepiped = 336.0
Cone = 1072.330292425316
Parallelogram = 33.0
TriangularPyramid = 746.9469107640782
Circle = 153.93804002589985
TriangularPyramid = 87.32422821493088
TriangularPyramid = 2.598076211353316
Parallelogram = 126.0
Rectangle = 24.0
Parallelogram = 384.0
Ball = 11494.040321933855
Rectangle = 380.0
Rectangle = 72.0
Triangle = 0
QuadrangularPyramid = 476.0
Cone = 2094.3951023931954
Triangle = 0
TriangularPyramid = 270.6329386826371
Triangle = 8.78564169540279
Rectangle = 96.0
TriangularPrism = 0.0
Cone = 235.61944901923448
Triangle = 0
RectangularParallelepiped = 4290.0
Ball = 65449.84694978735
TriangularPrism = 0.0
Ball = 2144.660584850632
TriangularPrism = 0.0
RectangularParallelepiped = 0.0
Cone = 4618.141200776996
QuadrangularPyramid = 916.6666666666665
Ball = 24429.02447431423
Ball = 28730.912014629852
Triangle = 0
Rectangle = 168.0
Parallelogram = 238.0
TriangularPyramid = 32.47595264191644
Circle = 314.1592653589793
TriangularPrism = 47.97655677515843
Ball = 0.0
Rectangle = 68.0
Ball = 11494.040321933855
QuadrangularPyramid = 100.0
Rectangle = 40.0
Ball = 33.510321638291124
TriangularPyramid = 0.5773502691896257
Ball = 5575.279762570686
Parallelogram = 399.0
Rectangle = 25.0
TriangularPyramid = 992.3207751696693
TriangularPrism = 1605.5354247103985
Circle = 452.3893421169302
Trapeze = 288.0
Circle = 28.274333882308138
Trapeze = 84.0
Rectangle = 28.0
Circle = 615.7521601035994
RectangularParallelepiped = 6118.0
RectangularParallelepiped = 48.0
Parallelogram = 375.0
Cone = 1647.241748032248
Trapeze = 126.5
Trapeze = 105.0
TriangularPrism = 0.0
RectangularParallelepiped = 0.0
Rectangle = 225.0
Circle = 1256.6370614359173
TriangularPrism = 0.0
TriangularPyramid = 891.1401404941872
Circle = 452.3893421169302
Parallelogram = 60.0
Circle = 530.929158456675
Circle = 113.09733552923255
RectangularParallelepiped = 252.0
Circle = 706.8583470577034
Rectangle = 133.0
RectangularParallelepiped = 4860.0
Rectangle = 88.0
Parallelogram = 228.0
Cone = 837.7580409572781
Rectangle = 119.0
Parallelogram = 132.0
TriangularPrism = 0.0
Trapeze = 72.0
TriangularPrism = 0.0
TriangularPyramid = 292.2835737772481
Cone = 13270.087368763287
Ball = 28730.912014629852
Ball = 24429.02447431423
Rectangle = 352.0
Parallelogram = 288.0
Triangle = 0
Ball = 11494.040321933855
QuadrangularPyramid = 1466.6666666666665
Circle = 1809.5573684677208
Ball = 33.510321638291124
TriangularPrism = 979.7958971132712
Trapeze = 28.0
Trapeze = 72.0
Triangle = 0
Circle = 1134.1149479459152
Rectangle = 399.0
Parallelogram = 225.0
Parallelogram = 132.0
Rectangle = 280.0
QuadrangularPyramid = 410.66666666666663
Rectangle = 15.0
Trapeze = 112.5
Parallelogram = 20.0
Rectangle = 25.0
Parallelogram = 0.0
Parallelogram = 39.0
QuadrangularPyramid = 2100.0
RectangularParallelepiped = 4914.0
Parallelogram = 108.0
Trapeze = 182.0
TriangularPyramid = 1172.7427342914273
Parallelogram = 16.0
TriangularPrism = 470.5050477943887
TriangularPyramid = 1122.3689233046325
Circle = 1809.5573684677208
Ball = 268.082573106329
Trapeze = 156.0
Cone = 410.5014400690663
Trapeze = 140.0
Ball = 17157.284678805056
RectangularParallelepiped = 5083.0
Parallelogram = 84.0
QuadrangularPyramid = 697.6666666666666
RectangularParallelepiped = 0.0
TriangularPyramid = 519.6152422706632
Triangle = 69.97812158096272
Cone = 9215.33845053006
RectangularParallelepiped = 4800.0
TriangularPrism = 288.7472943596182
TriangularPyramid = 176.81351993932287
Parallelogram = 208.0
TriangularPrism = 0.0
RectangularParallelepiped = 1512.0
QuadrangularPyramid = 693.3333333333333
Cone = 2118.480646070717
Rectangle = 6.0
TriangularPyramid = 389.7114317029973
RectangularParallelepiped = 960.0
Circle = 3.141592653589793
TriangularPrism = 19.84313483298443
QuadrangularPyramid = 168.66666666666666
QuadrangularPyramid = 498.66666666666663
Cone = 603.1857894892403
Ball = 113.09733552923254
Triangle = 35.4964786985977
Cone = 11.519173063162574
QuadrangularPyramid = 855.0
RectangularParallelepiped = 78.0
Trapeze = 210.0
Triangle = 123.44406628104892
RectangularParallelepiped = 2700.0
Trapeze = 304.0
TriangularPrism = 0.0
Ball = 33.510321638291124
Rectangle = 30.0
Triangle = 0
Ball = 9202.7720799157
Cone = 184.3067690106012
Rectangle = 300.0
Circle = 530.929158456675
Parallelogram = 189.0
QuadrangularPyramid = 425.0
Circle = 1809.5573684677208
Trapeze = 50.0
Circle = 380.132711084365
Triangle = 0
RectangularParallelepiped = 798.0
QuadrangularPyramid = 30.0
QuadrangularPyramid = 24.0
QuadrangularPyramid = 366.66666666666663
RectangularParallelepiped = 3234.0
RectangularParallelepiped = 144.0
Circle = 78.53981633974483
QuadrangularPyramid = 261.3333333333333
Cone = 100.53096491487338
Parallelogram = 176.0
Parallelogram = 32.0
Circle = 1963.4954084936207
Triangle = 0
Rectangle = 120.0
Cone = 1611.6370312915637
TriangularPrism = 0.0
TriangularPrism = 0.0
TriangularPyramid = 10.825317547305483
QuadrangularPyramid = 462.0
Cone = 418.87902047863906
Cone = 2421.1207383665337
QuadrangularPyramid = 1932.0
Trapeze = 216.0
Ball = 4.1887902047863905
Ball = 268.082573106329
Triangle = 26.78035660703569
Parallelogram = 84.0
Trapeze = 64.0
TriangularPrism = 0.0
Trapeze = 32.0
QuadrangularPyramid = 1026.0
Rectangle = 192.0
RectangularParallelepiped = 400.0
Parallelogram = 432.0
Cone = 0.0
Ball = 24429.02447431423
RectangularParallelepiped = 1440.0
Rectangle = 506.0
TriangularPrism = 834.8413022844521
Triangle = 0
Cone = 1960.3538158400308
TriangularPyramid = 1679.8006082072159
Cone = 1.0471975511965976
QuadrangularPyramid = 410.66666666666663
TriangularPyramid = 628.7344431475024
Trapeze = 18.0
Parallelogram = 144.0
Rectangle = 360.0
TriangularPyramid = 210.4441731196186
Parallelogram = 30.0
Ball = 14137.166941154068
Parallelogram = 462.0
Cone = 1256.637061435917
TriangularPrism = 2352.5252389719435
Trapeze = 264.0
Triangle = 26.663411259626926
Ball = 57905.83579096706
Parallelogram = 275.0
Triangle = 0
Triangle = 10.954451150103322
Circle = 452.3893421169302
QuadrangularPyramid = 720.0
Circle = 3.141592653589793
TriangularPyramid = 36.95041722813605
Circle = 452.3893421169302
QuadrangularPyramid = 1666.6666666666665
TriangularPyramid = 7.216878364870322
TriangularPyramid = 0.0
Triangle = 129.79671606015307
TriangularPrism = 0.0
Circle = 50.26548245743669
QuadrangularPyramid = 1350.0
TriangularPrism = 793.7253933193772
Rectangle = 11.0
Ball = 0.0
QuadrangularPyramid = 12.0
Parallelogram = 625.0
Trapeze = 139.5
TriangularPrism = 0.0
Circle = 28.274333882308138
QuadrangularPyramid = 153.0
Circle = 201.06192982974676
Trapeze = 234.0
Rectangle = 225.0
Rectangle = 32.0
Circle = 1385.4423602330987
Cone = 1273.3922222550627
Parallelogram = 28.0
Rectangle = 90.0
QuadrangularPyramid = 0.0
Cone = 7560.766319639434
TriangularPrism = 329.80818288817517
RectangularParallelepiped = 0.0
RectangularParallelepiped = 1170.0
Trapeze = 66.5
TriangularPyramid = 140.29611541307906
QuadrangularPyramid = 0.0
Rectangle = 315.0
Trapeze = 93.0
Cone = 0.0
TriangularPyramid = 1172.7427342914273
Parallelogram = 119.0
Ball = 268.082573106329
Ball = 38792.38608652676
TriangularPyramid = 318.2643358907811
TriangularPrism = 95.49869109050658
Rectangle = 104.0
Parallelogram = 80.0
Cone = 1013.6872295583065
TriangularPyramid = 389.7114317029973
Triangle = 0
Parallelogram = 119.0
TriangularPyramid = 254.6114687126249
RectangularParallelepiped = 160.0
QuadrangularPyramid = 30.0
Rectangle = 15.0
Rectangle = 9.0
TriangularPrism = 0.0
TriangularPyramid = 257.2095449239783
Circle = 1661.9025137490005
Trapeze = 294.5
Trapeze = 253.0
RectangularParallelepiped = 2400.0
QuadrangularPyramid = 240.0
Rectangle = 378.0
Trapeze = 126.0
Circle = 1809.5573684677208
RectangularParallelepiped = 9702.0
Circle = 28.274333882308138
TriangularPrism = 0.0
TriangularPyramid = 678.9639165669998
Rectangle = 63.0
Cone = 907.9202768874502
Trapeze = 68.0
Trapeze = 96.0
Trapeze = 48.0
Ball = 38792.38608652676
Circle = 1017.8760197630929
RectangularParallelepiped = 6930.0
TriangularPrism = 379.52470275332536
Ball = 4.1887902047863905
TriangularPyramid = 230.9401076758503
Rectangle = 133.0
RectangularParallelepiped = 36.0
Circle = 12.566370614359172
Ball = 33.510321638291124
RectangularParallelepiped = 0.0
Circle = 12.566370614359172
Circle = 706.8583470577034
Cone = 2412.743157956961
Parallelogram = 0.0
Trapeze = 56.0
QuadrangularPyramid = 588.0
Ball = 33510.32163829113
Cone = 23.03834612632515
RectangularParallelepiped = 2520.0
Triangle = 0
RectangularParallelepiped = 2280.0
Cone = 3468.3182895631317
Rectangle = 378.0
Trapeze = 324.0
Parallelogram = 16.0
QuadrangularPyramid = 0.0
QuadrangularPyramid = 0.0
Circle = 1134.1149479459152
RectangularParallelepiped = 1710.0
Cone = 4476.769531365455
TriangularPrism = 0.0
TriangularPrism = 0.0
RectangularParallelepiped = 2100.0
Circle = 201.06192982974676
Rectangle = 52.0
QuadrangularPyramid = 144.0
Rectangle = 8.0
RectangularParallelepiped = 192.0
TriangularPyramid = 0.0
Trapeze = 44.0
Ball = 4.1887902047863905
Triangle = 0
Triangle = 0
QuadrangularPyramid = 42.666666666666664
RectangularParallelepiped = 39.0
QuadrangularPyramid = 704.0
Circle = 804.247719318987
TriangularPrism = 0.0
Circle = 1256.6370614359173
Triangle = 0
TriangularPyramid = 0.0
Trapeze = 46.5
Cone = 216.76989309769573
Ball = 44602.23810056549
Ball = 1436.7550402417319
TriangularPyramid = 1443.3756729740644
Parallelogram = 64.0
TriangularPrism = 539.6295025292817
Circle = 1385.4423602330987
QuadrangularPyramid = 297.0
RectangularParallelepiped = 462.0
Parallelogram = 54.0
Triangle = 146.64242223858687
RectangularParallelepiped = 2898.0
RectangularParallelepiped = 0.0
Trapeze = 6.5
TriangularPyramid = 1096.965511460289
Triangle = 0
Cone = 469.14450293607575
Triangle = 123.49974696330354
Trapeze = 196.0
RectangularParallelepiped = 1596.0
Ball = 7238.229473870882
TriangularPyramid = 158.77132402714707
Parallelogram = 198.0
Cone = 4842.241476733067
Circle = 201.06192982974676
Rectangle = 99.0
RectangularParallelepiped = 0.0
TriangularPrism = 2195.9815572996054
TriangularPyramid = 748.245948869755
Rectangle = 16.0
Rectangle = 500.0
Circle = 1134.1149479459152
TriangularPrism = 450.5340580910615
Parallelogram = 28.0
Parallelogram = 308.0
Ball = 50965.01042163601
TriangularPrism = 0.0
Rectangle = 225.0
Triangle = 0
Rectangle = 216.0
TriangularPyramid = 978.0313560072259
Circle = 1963.4954084936207
Circle = 1963.4954084936207
Triangle = 40.69397989875161
Circle = 201.06192982974676
Circle = 113.09733552923255
Triangle = 87.90904390334364
Circle = 78.53981633974483
Trapeze = 234.0
RectangularParallelepiped = 660.0
Trapeze = 147.0
Triangle = 0
TriangularPyramid = 129.90381056766577
QuadrangularPyramid = 208.99999999999997
RectangularParallelepiped = 3822.0
Rectangle = 154.0
Triangle = 0
TriangularPrism = 0.0
Circle = 380.132711084365
Ball = 2144.660584850632
QuadrangularPyramid = 1584.0
Cone = 1077.566280181299
Circle = 907.9202768874502
Trapeze = 130.0
TriangularPyramid = 114.31535329954589
Parallelogram = 175.0
RectangularParallelepiped = 1144.0
Rectangle = 108.0
RectangularParallelepiped = 924.0
TriangularPrism = 0.0
Ball = 11494.040321933855
TriangularPrism = 0.0
QuadrangularPyramid = 0.0
Parallelogram = 500.0
QuadrangularPyramid = 160.0
QuadrangularPyramid = 96.0
TriangularPrism = 0.0
Parallelogram = 24.0
Cone = 753.9822368615503
Rectangle = 0.0
RectangularParallelepiped = 1056.0
Ball = 268.082573106329
Ball = 113.09733552923254
RectangularParallelepiped = 4032.0
TriangularPyramid = 69.8593825719447
Cone = 0.0
TriangularPyramid = 32.33161507461904
Circle = 530.929158456675
TriangularPyramid = 665.1075101064489
Triangle = 0
TriangularPrism = 0.0
RectangularParallelepiped = 1512.0
QuadrangularPyramid = 381.3333333333333
Ball = 4.1887902047863905
QuadrangularPyramid = 320.0
Triangle = 0
TriangularPrism = 0.0
Cone = 7938.804635621406
Ball = 57905.83579096706
RectangularParallelepiped = 8125.0
Rectangle = 240.0
Rectangle = 98.0
Ball = 17157.284678805056
RectangularParallelepiped = 2550.0
RectangularParallelepiped = 3388.0
Cone = 11780.972450961724
Rectangle = 143.0
RectangularParallelepiped = 1728.0
Cone = 23.03834612632515
QuadrangularPyramid = 1026.6666666666665
TriangularPrism = 0.0
Circle = 1520.53084433746
RectangularParallelepiped = 1400.0
TriangularPrism = 1558.8457268119896
Trapeze = 217.5
TriangularPyramid = 0.0
Rectangle = 432.0
TriangularPyramid = 311.76914536239786
TriangularPrism = 106.4894360957931
Circle = 804.247719318987
Trapeze = 256.5
Ball = 38792.38608652676
QuadrangularPyramid = 1232.0
TriangularPrism = 721.6820196596282
TriangularPrism = 0.0
Trapeze = 9.0
Trapeze = 214.5
RectangularParallelepiped = 5850.0
Cone = 2412.743157956961
Trapeze = 480.0
Ball = 523.5987755982989
Circle = 28.274333882308138
Trapeze = 283.5
TriangularPyramid = 1832.509754407872
Ball = 268.082573106329
TriangularPrism = 929.51600308978
Parallelogram = 168.0
Ball = 38792.38608652676
Circle = 615.7521601035994
TriangularPyramid = 28.867513459481287
QuadrangularPyramid = 1246.6666666666665
Trapeze = 187.0
RectangularParallelepiped = 2736.0
Parallelogram = 342.0
Ball = 11494.040321933855
QuadrangularPyramid = 0.0
TriangularPrism = 54.93120697745499
Cone = 884.881930761125
Rectangle = 135.0
Parallelogram = 72.0
Parallelogram = 0.0
RectangularParallelepiped = 1872.0
QuadrangularPyramid = 154.0
Rectangle = 22.0
Trapeze = 80.5
Triangle = 0
Ball = 904.7786842338603
RectangularParallelepiped = 1071.0
Ball = 44602.23810056549
QuadrangularPyramid = 640.0

===== RESULT =====
MAX = 65449.84694978735
FIGURE = Ball
